Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,dz,ra,ts,tsra,vcts
2009-05-07,1.5,77.0,56.0,67.0,12.0,52.5,57.5,0.0,2.0,441.0,1856.0,0.11,29.045,29.735,8.35,24.5,9.75,0.0,1.0,0.0,0.0,0.0
2009-05-08,1.5,75.5,55.0,65.5,9.0,54.0,58.5,0.0,0.5,439.0,1857.0,0.015,28.97,29.675,4.65,20.5,6.05,0.0,0.5,0.0,0.5,0.0
2009-05-09,1.5,63.5,45.5,55.0,-0.5,44.0,48.5,10.0,0.0,438.0,1858.0,0.0,29.225,29.87,5.75,28.5,11.55,0.0,0.0,0.0,0.0,0.0
2009-05-10,1.5,67.0,41.5,54.5,-1.0,39.5,46.5,10.5,0.0,437.0,1859.0,0.01,29.439999999999998,30.11,4.9,30.0,8.7,0.0,0.5,0.0,0.0,0.0
2009-05-11,1.5,61.0,39.5,50.5,-3.5,34.5,44.0,14.5,0.0,436.0,1860.0,0.0,29.5,30.2,1.4,7.5,4.55,0.0,0.0,0.0,0.0,0.0
2009-05-12,1.5,71.5,41.5,56.5,-1.0,33.0,47.0,8.5,0.0,435.0,1901.0,0.0,29.41,30.13,9.2,16.0,9.55,0.0,0.0,0.0,0.0,0.0
2009-05-13,1.5,70.5,53.5,62.5,4.0,57.0,59.0,2.5,0.0,434.0,1902.0,0.79,29.045,29.765,13.65,18.5,15.6,0.5,1.0,0.0,1.0,0.0
2009-05-14,1.5,68.5,54.0,61.5,3.0,44.0,52.5,3.5,0.0,433.0,1903.0,0.0,29.345,30.0,10.8,27.0,11.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,1.5,62.0,53.5,58.0,-0.5,51.5,54.5,7.0,0.0,432.0,1904.0,0.5449999999999999,29.310000000000002,29.994999999999997,5.2,15.5,7.300000000000001,0.0,1.0,0.0,0.5,0.0
2009-05-16,1.5,62.0,46.0,54.5,-2.5,40.5,49.5,10.5,0.0,431.0,1905.0,0.02,29.384999999999998,30.05,11.0,29.5,12.45,0.5,0.0,0.0,0.0,0.0
2009-05-17,1.5,61.0,40.0,50.5,-4.0,27.5,42.0,14.5,0.0,430.0,1906.0,0.0,29.635,30.32,1.75,21.0,6.35,0.0,0.0,0.0,0.0,0.0
2009-05-18,1.5,66.5,42.5,54.5,-3.5,31.5,45.0,10.5,0.0,429.0,1907.0,0.0,29.58,30.295,9.45,19.0,9.7,0.0,0.0,0.0,0.0,0.0
2009-05-19,1.5,80.0,53.0,66.5,6.0,43.5,54.5,0.0,1.5,428.0,1908.0,0.0,29.515,30.215,12.9,21.0,13.100000000000001,0.0,0.0,0.0,0.0,0.0
2009-05-20,1.5,84.5,61.0,73.0,12.0,43.5,57.0,0.0,8.0,427.0,1909.0,0.0,29.435,30.13,13.15,20.0,13.35,0.0,0.0,0.0,0.0,0.0
2009-05-21,1.5,84.5,60.0,72.5,11.0,48.5,59.0,0.0,7.5,426.0,1910.0,0.0,29.41,30.09,7.949999999999999,24.0,11.850000000000001,0.0,0.0,0.0,0.0,0.0
2009-05-22,1.5,69.5,54.5,62.0,0.0,46.5,53.5,3.0,0.0,425.0,1911.0,0.0,29.48,30.17,10.2,3.5,10.649999999999999,0.0,0.0,0.0,0.0,0.0
2009-05-23,1.5,79.5,52.5,66.0,4.0,50.5,57.5,0.0,1.0,425.0,1912.0,0.0,29.36,30.055,4.5,7.5,5.6,0.0,0.0,0.0,0.0,0.0
2009-05-24,1.5,70.5,55.5,63.0,1.0,46.5,53.5,2.0,0.0,424.0,1913.0,0.0,29.365000000000002,30.060000000000002,10.55,3.5,10.9,0.0,0.0,0.0,0.0,0.0
2009-05-25,1.5,65.5,55.0,60.5,-0.5,44.5,52.0,4.5,0.0,423.0,1914.0,0.06,29.305,30.009999999999998,9.5,6.0,10.15,1.0,1.0,0.0,0.0,0.0
2009-05-26,1.5,75.0,54.5,65.0,2.0,52.5,56.5,0.5,0.5,422.0,1915.0,1.555,29.104999999999997,29.814999999999998,6.6,5.5,7.3,0.0,1.0,0.0,1.0,0.0
2009-05-27,1.5,74.0,56.5,65.5,2.0,59.0,61.5,0.5,1.0,422.0,1916.0,0.01,28.985,29.675,5.2,24.0,7.75,1.0,0.0,0.0,0.0,0.0
2009-05-28,1.5,63.0,54.5,59.0,-2.5,51.0,54.0,6.0,0.0,421.0,1916.0,0.0,29.085,29.755000000000003,6.8,29.5,8.2,0.0,0.0,0.0,0.0,0.0
2009-05-29,1.5,75.5,52.5,64.0,-1.0,49.0,55.0,1.5,0.5,421.0,1917.0,0.0,29.200000000000003,29.875,2.35,31.5,6.85,0.0,0.0,0.0,0.0,0.0
2009-05-30,1.5,79.0,51.5,65.5,1.0,46.0,54.5,0.0,0.5,420.0,1918.0,0.0,29.119999999999997,29.805,2.35,28.0,6.699999999999999,0.0,0.5,0.0,0.0,0.0
2009-05-31,1.5,72.5,47.0,60.0,-2.5,42.0,51.0,5.0,0.0,420.0,1919.0,0.0,29.235,29.935000000000002,2.8,9.5,5.449999999999999,0.0,0.0,0.0,0.0,0.0
2009-06-01,1.5,79.0,51.5,65.5,1.0,53.5,57.5,0.0,0.5,419.0,1920.0,0.635,29.22,29.884999999999998,1.1,34.0,10.55,0.0,1.0,0.0,1.0,0.0
2009-06-02,1.5,60.5,49.0,55.0,-5.0,46.5,50.5,10.0,0.0,419.0,1920.0,0.09,29.39,30.08,7.8500000000000005,3.0,8.6,0.0,1.0,0.0,0.0,0.0
2009-06-03,1.5,61.0,45.0,53.0,-6.0,39.5,47.0,12.0,0.0,418.0,1921.0,0.0,29.445,30.14,10.75,3.0,11.05,0.0,0.0,0.0,0.0,0.0
2009-06-04,1.5,68.0,44.5,56.5,-4.5,37.5,48.5,8.5,0.0,418.0,1922.0,0.0,29.335,30.05,4.95,4.5,6.15,0.0,0.0,0.0,0.0,0.0
2009-06-05,1.5,79.5,45.5,63.0,-1.5,43.5,54.0,2.0,0.0,417.0,1923.0,0.0,29.205,29.91,6.05,25.5,6.95,0.0,0.0,0.0,0.0,0.0
2009-06-06,1.5,64.5,53.0,59.0,-4.5,46.5,51.5,6.0,0.0,417.0,1923.0,0.01,29.23,29.925,5.45,4.0,7.45,0.0,0.5,0.0,0.0,0.0
2009-06-07,1.5,73.5,54.0,64.0,-1.5,53.5,58.0,1.0,0.0,417.0,1924.0,0.02,29.175,29.865000000000002,2.1,9.5,7.300000000000001,0.0,0.5,0.0,0.0,0.0
2009-06-08,1.5,81.0,53.5,67.5,0.0,60.5,64.0,0.0,2.5,417.0,1925.0,0.375,29.085,29.765,6.15,24.5,9.6,0.0,1.0,0.0,1.0,0.0
2009-06-09,1.5,67.0,55.5,61.5,-2.5,53.0,56.0,3.5,0.0,416.0,1925.0,0.0,29.259999999999998,29.94,5.2,7.0,7.1,1.0,0.0,0.0,0.0,0.0
2009-06-10,1.5,67.0,54.5,61.0,-3.0,49.5,54.0,4.0,0.0,416.0,1926.0,0.025,29.18,29.884999999999998,8.25,4.5,8.95,0.0,1.0,0.0,0.0,0.0
2009-06-11,1.5,62.0,53.0,58.0,-4.0,52.0,54.0,7.0,0.0,416.0,1926.0,0.575,29.14,29.825,9.5,2.0,9.65,0.0,1.0,0.0,0.0,0.0
2009-06-12,1.5,73.0,49.5,61.5,-3.0,49.0,55.0,3.5,0.0,416.0,1927.0,0.0,29.27,29.95,4.7,6.5,6.25,0.0,0.5,0.0,0.0,0.0
2009-06-13,1.5,67.0,55.0,61.0,-3.5,51.5,55.0,4.0,0.0,416.0,1927.0,0.32,29.310000000000002,29.994999999999997,6.550000000000001,4.5,7.15,0.0,1.0,0.0,0.0,0.0
2009-06-14,1.5,76.5,52.5,64.5,-2.0,49.0,57.0,0.5,0.0,416.0,1928.0,0.0,29.314999999999998,30.005000000000003,4.8,4.5,5.25,0.0,0.0,0.0,0.0,0.0
2009-06-15,1.5,81.0,55.0,68.0,-0.5,49.0,58.0,0.0,3.0,416.0,1928.0,0.0,29.310000000000002,30.0,6.45,9.0,7.050000000000001,0.0,0.0,0.0,0.0,0.0
2009-06-16,1.5,71.0,61.5,66.5,-2.0,56.0,60.5,0.0,1.5,416.0,1929.0,1.15,29.18,29.880000000000003,10.75,10.5,11.25,0.0,1.0,0.0,0.0,0.0
2009-06-17,1.5,72.0,62.0,67.0,-1.5,59.5,62.5,0.0,2.0,416.0,1929.0,0.0,29.185000000000002,29.875,2.8,35.0,6.45,0.0,0.0,0.0,0.0,0.0
2009-06-18,1.5,80.5,62.0,71.5,1.0,63.5,67.0,0.0,6.5,416.0,1929.0,0.11499999999999999,29.115,29.79,5.2,16.5,6.85,0.0,0.5,0.0,0.5,0.0
2009-06-19,1.5,87.0,65.5,76.5,6.0,67.5,69.5,0.0,11.5,416.0,1930.0,2.42,29.0,29.689999999999998,6.75,18.0,11.05,0.0,0.5,1.0,1.0,0.0
2009-06-20,1.5,87.5,68.5,78.5,8.0,65.0,70.0,0.0,13.5,416.0,1930.0,0.0,29.104999999999997,29.75,8.3,28.5,8.6,0.0,0.0,0.0,0.0,0.0
2009-06-21,1.5,85.0,70.5,78.0,7.0,63.5,68.5,0.0,13.0,416.0,1930.0,0.005,29.145000000000003,29.810000000000002,3.05,8.0,3.7,0.0,0.5,0.0,0.0,0.0
2009-06-22,1.5,89.0,69.0,79.5,9.0,67.0,71.0,0.0,14.5,417.0,1931.0,0.075,29.119999999999997,29.78,4.65,11.5,6.4,0.0,0.5,0.0,1.0,0.0
2009-06-23,1.5,93.0,73.0,83.5,13.0,68.5,73.0,0.0,18.5,417.0,1931.0,0.0,29.189999999999998,29.86,2.3,13.5,4.0,0.0,0.0,0.0,0.0,0.0
2009-06-24,1.5,93.5,74.0,84.0,14.0,68.0,73.0,0.0,19.0,417.0,1931.0,0.41000000000000003,29.185000000000002,29.86,2.0,22.5,5.05,0.0,0.0,0.0,0.5,0.0
2009-06-25,1.5,93.5,75.5,85.0,14.0,68.5,73.0,0.0,20.0,417.0,1931.0,0.0,29.115,29.785,2.1,29.0,4.75,0.0,0.0,0.0,0.0,0.0
2009-06-26,1.5,86.0,70.5,78.5,7.0,60.5,67.0,0.0,13.5,418.0,1931.0,0.0,14.6,29.84,6.4,4.0,8.1,0.0,0.0,0.0,0.0,0.0
2009-06-27,1.5,89.5,64.5,77.5,5.0,60.5,67.0,0.0,12.5,418.0,1931.0,0.175,29.14,29.810000000000002,5.55,21.5,6.9,0.0,1.0,0.5,0.0,0.0
2009-06-28,1.5,83.0,67.0,75.5,4.0,53.0,62.0,0.0,10.5,419.0,1931.0,0.0,29.04,29.72,13.649999999999999,29.0,14.1,0.0,0.0,0.0,0.0,0.0
2009-06-29,1.5,77.5,64.0,71.0,-0.5,54.0,61.0,0.0,6.0,419.0,1931.0,0.0,28.92,29.595,12.8,30.0,13.399999999999999,0.0,0.0,0.0,0.0,0.0
2009-06-30,1.5,67.0,60.0,64.0,-4.5,53.0,57.5,1.0,0.0,419.0,1931.0,0.0,28.975,29.645,8.5,30.0,8.7,0.0,0.0,0.0,0.0,0.0
2009-07-01,1.5,65.0,57.0,61.0,-5.5,53.0,56.5,4.0,0.0,420.0,1931.0,0.01,29.1,29.765,7.3999999999999995,31.5,8.05,1.0,1.0,0.0,0.0,0.0
2009-07-02,1.5,73.0,59.5,66.5,-3.0,54.5,60.0,0.0,1.5,420.0,1931.0,0.0,29.285,29.945,7.050000000000001,31.0,8.2,0.0,0.0,0.0,0.0,0.0
2009-07-03,1.5,79.0,62.5,71.0,-0.5,56.0,62.0,0.0,6.0,421.0,1931.0,0.0,29.384999999999998,30.055,1.5,18.0,6.15,0.0,0.0,0.0,0.0,0.0
2009-07-04,1.5,69.0,61.0,65.0,-4.0,58.0,61.5,0.5,0.5,422.0,1930.0,0.16,29.285,29.985,2.6,13.5,4.25,0.0,1.0,0.0,0.0,0.0
2009-07-05,1.5,81.5,59.0,70.5,-1.5,58.5,63.5,0.0,5.5,422.0,1930.0,0.04,29.225,29.91,0.5,35.0,2.5,0.0,0.5,0.0,0.0,0.0
2009-07-06,1.5,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,423.0,1930.0,0.0,29.17,29.85,5.85,30.5,6.65,0.0,0.0,0.0,0.0,0.0
2009-07-07,1.5,76.5,62.0,69.5,-2.0,54.5,60.5,0.0,4.5,423.0,1930.0,0.0,29.21,29.884999999999998,5.9,7.0,7.25,0.0,0.5,0.0,0.0,0.0
2009-07-08,1.5,66.5,61.5,64.0,-5.0,55.5,59.0,1.0,0.0,424.0,1929.0,0.115,29.310000000000002,29.985,6.9,7.0,7.2,0.0,1.0,0.0,0.0,0.0
2009-07-09,1.5,79.5,61.0,70.5,-2.0,57.5,63.5,0.0,5.5,425.0,1929.0,0.0,29.380000000000003,30.060000000000002,6.15,10.5,7.1,0.0,0.0,0.0,0.0,0.0
2009-07-10,1.5,83.0,65.0,74.5,0.0,64.5,67.5,0.0,9.5,425.0,1929.0,0.1,29.375,30.049999999999997,4.0,21.0,4.75,0.0,1.0,0.0,0.0,0.0
2009-07-11,1.5,85.0,65.5,75.5,1.0,59.5,66.0,0.0,10.5,426.0,1928.0,0.685,29.365000000000002,30.03,5.35,30.0,7.3,0.0,0.0,0.0,1.0,0.0
2009-07-12,1.5,82.0,59.0,70.5,-1.5,50.5,60.0,0.0,5.5,427.0,1928.0,0.0,29.380000000000003,30.060000000000002,2.4,31.0,5.45,0.0,0.0,0.0,0.0,0.0
2009-07-13,1.5,78.5,63.5,71.0,-1.5,47.0,58.0,0.0,6.0,428.0,1927.0,0.0,29.384999999999998,30.060000000000002,5.3,7.0,6.6,0.0,0.0,0.0,0.0,0.0
2009-07-14,1.5,80.5,57.5,69.5,-2.5,50.0,59.5,0.0,4.5,428.0,1927.0,0.0,29.375,30.064999999999998,7.1,16.0,7.6,0.0,0.0,0.0,0.0,0.0
2009-07-15,1.5,85.5,66.0,76.0,1.0,62.0,67.0,0.0,11.0,429.0,1926.0,0.5,29.205,29.89,10.0,24.5,13.100000000000001,0.0,0.5,0.0,0.5,0.0
2009-07-16,1.5,81.0,64.5,73.0,-1.0,56.5,62.5,0.0,8.0,430.0,1925.0,0.085,29.200000000000003,29.884999999999998,9.75,28.0,10.55,0.0,0.0,0.0,0.0,0.0
2009-07-17,1.5,70.0,57.5,64.0,-5.0,51.5,56.5,1.0,0.0,431.0,1925.0,0.0,29.18,29.865000000000002,10.35,29.5,10.600000000000001,0.0,0.5,0.0,0.0,0.0
2009-07-18,1.5,72.5,57.5,65.5,-4.5,52.0,57.5,0.0,0.5,432.0,1924.0,0.0,29.335,30.005000000000003,7.35,31.5,7.6499999999999995,0.0,0.0,0.0,0.0,0.0
2009-07-19,1.5,72.0,58.5,65.5,-5.0,52.5,58.5,0.5,1.0,433.0,1923.0,0.0,29.42,30.105,1.35,20.0,4.3,0.0,0.0,0.0,0.0,0.0
2009-07-20,1.5,76.0,57.0,67.0,-4.0,55.5,60.5,0.0,2.0,433.0,1923.0,0.0,29.39,30.085,5.65,9.5,6.0,0.0,0.0,0.0,0.0,0.0
2009-07-21,1.5,81.0,61.0,71.0,-2.5,56.5,62.5,0.0,6.0,434.0,1922.0,0.02,29.305,30.0,4.0,13.5,6.05,0.5,0.5,0.0,0.0,0.0
2009-07-22,1.5,78.5,64.5,72.0,-1.5,60.0,64.0,0.0,7.0,435.0,1921.0,0.0,29.255000000000003,29.939999999999998,3.15,7.0,5.45,0.0,0.0,0.0,0.0,0.0
2009-07-23,1.5,80.5,62.5,71.5,-1.0,59.0,63.5,0.0,6.5,436.0,1920.0,0.05,29.235,29.92,2.15,16.5,5.5,0.0,0.0,0.5,0.0,0.0
2009-07-24,1.5,83.0,61.5,72.5,-1.0,59.5,64.5,0.0,7.5,437.0,1919.0,0.165,29.11,29.825,8.8,23.0,9.7,0.0,1.0,0.0,1.0,0.0
2009-07-25,1.5,81.0,66.0,74.0,0.0,58.5,64.5,0.0,9.0,438.0,1918.0,0.0,29.049999999999997,29.72,10.7,27.5,11.3,0.0,0.0,0.0,0.0,0.0
2009-07-26,1.5,82.0,63.5,73.0,-0.5,58.5,64.5,0.0,8.0,439.0,1918.0,0.0,29.155,29.810000000000002,8.55,29.0,9.0,0.0,0.5,0.0,0.0,0.0
2009-07-27,1.5,84.0,65.0,74.5,0.0,61.0,66.5,0.0,9.5,440.0,1917.0,0.025,29.17,29.855,9.25,23.0,9.85,0.0,1.0,0.0,0.0,0.0
2009-07-28,1.5,85.0,67.0,76.0,1.0,61.0,66.5,0.0,11.0,441.0,1916.0,0.01,29.104999999999997,29.775,6.45,28.0,7.85,0.0,0.5,0.0,0.0,0.0
2009-07-29,1.5,80.0,64.0,72.5,-1.0,51.5,60.0,0.0,7.5,442.0,1915.0,0.0,29.16,29.83,4.0,19.0,7.1,0.0,0.0,0.0,0.0,0.0
2009-07-30,1.5,79.5,62.0,71.0,-2.5,57.0,62.5,0.0,6.0,443.0,1914.0,0.0,29.174999999999997,29.845,4.65,23.5,5.9,0.0,0.0,0.0,0.0,0.0
2009-07-31,1.5,81.5,60.0,71.0,-2.0,54.5,61.5,0.0,6.0,444.0,1913.0,0.0,29.259999999999998,29.93,6.050000000000001,26.5,7.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,1.5,75.0,62.0,68.5,-2.5,59.0,62.5,0.0,3.5,445.0,1911.0,0.005,29.21,29.905,11.1,22.5,10.95,0.0,0.5,0.0,0.0,0.0
2009-08-02,1.5,78.5,57.5,68.5,-2.5,51.5,59.0,0.0,3.5,446.0,1910.0,0.0,29.23,29.925,6.5,25.5,9.0,0.0,0.0,0.0,0.0,0.0
2009-08-03,1.5,85.0,67.5,76.5,3.0,60.5,66.0,0.0,11.5,447.0,1909.0,0.065,29.135,29.814999999999998,11.6,21.0,11.850000000000001,0.0,0.5,0.0,0.0,0.0
2009-08-04,1.5,85.5,68.0,77.0,3.0,62.0,67.5,0.0,12.0,448.0,1908.0,0.0,29.19,29.86,2.15,3.5,6.0,0.0,0.0,0.0,0.0,0.0
2009-08-05,1.5,79.0,63.5,71.5,-1.5,55.0,62.0,0.0,6.5,449.0,1907.0,0.0,29.369999999999997,30.04,3.3499999999999996,6.0,4.9,0.0,0.0,0.0,0.0,0.0
2009-08-06,1.5,81.5,61.0,71.5,-1.0,51.0,60.0,0.0,6.5,450.0,1906.0,0.0,29.415,30.085,2.4,7.5,5.45,0.0,0.0,0.0,0.0,0.0
2009-08-07,1.5,74.0,65.5,70.0,-2.0,59.0,63.0,0.0,5.0,451.0,1904.0,0.28,29.384999999999998,30.085,6.85,15.0,7.5,0.0,1.0,0.0,0.0,0.0
2009-08-08,1.5,89.0,68.5,79.0,6.0,70.0,73.0,0.0,14.0,452.0,1903.0,0.05,29.23,29.92,12.55,21.0,13.2,0.0,1.0,0.0,0.5,0.0
2009-08-09,1.5,91.5,77.0,84.5,11.0,71.5,74.5,0.0,19.5,453.0,1902.0,0.09999999999999999,29.259999999999998,29.93,11.35,23.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0
2009-08-10,1.5,85.5,70.5,78.5,5.0,65.5,69.5,0.0,13.5,454.0,1900.0,0.0,29.275,29.945,7.6000000000000005,26.0,8.05,0.0,0.0,0.0,0.0,0.0
2009-08-11,1.5,81.5,63.5,72.5,-0.5,61.5,66.0,0.0,7.5,455.0,1859.0,0.0,29.33,29.990000000000002,6.199999999999999,2.0,8.35,0.0,0.0,0.0,0.0,0.0
2009-08-12,1.5,82.5,61.5,72.5,-0.5,55.5,62.5,0.0,7.5,456.0,1858.0,0.0,29.415,30.08,4.6,4.5,6.45,0.0,0.0,0.0,0.0,0.0
2009-08-13,1.5,86.0,61.5,74.0,0.0,55.0,63.0,0.0,9.0,457.0,1856.0,0.0,29.41,30.095,1.75,15.0,3.9,0.0,0.0,0.0,0.0,0.0
2009-08-14,1.5,88.0,65.0,77.0,4.0,59.0,66.0,0.0,12.0,458.0,1855.0,0.0,29.41,30.09,5.85,21.0,6.1,0.0,0.0,0.0,0.0,0.0
2009-08-15,1.5,89.0,68.5,79.0,6.0,61.0,67.5,0.0,14.0,459.0,1854.0,0.0,29.35,30.03,8.5,19.0,8.8,0.0,0.0,0.0,0.0,0.0
2009-08-16,1.5,89.0,70.5,80.0,7.0,67.5,70.5,0.0,15.0,500.0,1852.0,0.45,29.305,29.979999999999997,9.4,20.5,10.149999999999999,0.0,0.5,0.0,1.0,0.0
2009-08-17,1.5,83.0,70.5,77.0,5.0,68.0,70.5,0.0,12.0,501.0,1851.0,0.45999999999999996,29.310000000000002,29.990000000000002,4.85,22.0,6.65,0.0,1.0,0.0,0.5,0.0
2009-08-18,1.5,83.5,65.5,74.5,2.0,60.0,65.5,0.0,9.5,502.0,1849.0,0.0,29.305,29.979999999999997,7.75,27.0,8.2,0.0,0.0,0.0,0.0,0.0
2009-08-19,1.5,82.0,61.5,72.0,0.0,61.0,65.5,0.0,7.0,503.0,1848.0,0.48,29.115,29.825,5.800000000000001,16.0,8.45,0.0,0.5,0.0,0.5,0.0
2009-08-20,1.5,78.5,64.0,71.5,0.0,61.0,65.0,0.0,6.5,504.0,1846.0,0.095,28.965,29.655,12.149999999999999,23.0,12.6,0.0,1.0,0.0,0.0,0.0
2009-08-21,1.5,73.5,59.0,66.5,-2.5,58.0,61.0,0.0,1.5,505.0,1845.0,0.10500000000000001,29.1,29.75,8.9,27.0,11.95,0.0,1.0,0.0,0.0,0.0
2009-08-22,1.5,68.5,57.5,63.5,-4.0,52.0,56.5,1.5,0.0,506.0,1843.0,0.0,29.335,29.994999999999997,8.6,18.5,9.9,0.0,0.0,0.0,0.0,0.0
2009-08-23,1.5,73.5,57.0,65.5,-3.0,54.0,58.5,0.0,0.5,508.0,1842.0,0.0,29.41,30.085,3.1,3.5,7.0,0.0,0.0,0.0,0.0,0.0
2009-08-24,1.5,79.0,55.5,67.5,-2.0,56.5,61.5,0.0,2.5,509.0,1840.0,0.0,29.439999999999998,30.125,4.4,21.0,5.4,0.0,0.0,0.0,0.0,0.0
2009-08-25,1.5,82.5,60.0,71.5,1.0,61.0,65.0,0.0,6.5,510.0,1839.0,0.0,29.36,30.045,8.7,21.0,8.899999999999999,0.0,0.0,0.0,0.0,0.0
2009-08-26,1.5,72.5,63.0,68.0,-1.0,63.0,64.5,0.0,3.0,511.0,1837.0,0.7350000000000001,29.39,30.075,4.55,2.0,7.55,0.0,1.0,0.0,0.0,0.0
2009-08-27,1.5,67.0,61.5,64.5,-3.0,60.5,62.0,0.5,0.0,512.0,1835.0,1.0699999999999998,29.384999999999998,30.075,9.899999999999999,7.5,10.35,0.0,1.0,0.0,0.0,0.0
2009-08-28,1.5,69.5,60.5,65.0,-3.0,61.0,62.5,0.5,0.5,513.0,1834.0,0.25,29.21,29.925,3.0,2.0,5.550000000000001,0.0,1.0,0.0,0.0,0.0
2009-08-29,1.5,69.0,56.0,63.0,-3.5,51.5,56.5,2.0,0.0,514.0,1832.0,0.015,29.21,29.884999999999998,10.9,31.0,11.45,1.0,0.5,0.0,0.0,0.0
2009-08-30,1.5,66.0,51.0,59.0,-5.5,47.0,52.5,6.0,0.0,515.0,1831.0,0.0,29.47,30.134999999999998,8.8,1.0,9.9,0.0,0.0,0.0,0.0,0.0
2009-08-31,1.5,67.5,49.0,58.5,-5.0,44.0,52.0,6.5,0.0,516.0,1829.0,0.0,29.575000000000003,30.265,5.05,3.5,6.4,0.0,0.0,0.0,0.0,0.0
2009-09-01,1.5,71.5,48.5,60.5,-4.0,48.0,54.0,4.5,0.0,517.0,1827.0,0.0,29.6,30.305,3.25,5.0,3.45,0.0,0.0,0.0,0.0,0.0
2009-09-02,1.5,72.5,51.5,62.5,-3.0,50.5,56.0,2.5,0.0,518.0,1826.0,0.0,29.535,30.240000000000002,3.65,7.0,4.5,0.0,0.0,0.0,0.0,0.0
2009-09-03,1.5,75.0,56.5,66.0,-1.0,54.5,59.5,0.0,1.0,519.0,1824.0,0.0,29.450000000000003,30.15,4.95,5.5,5.95,0.0,0.0,0.0,0.0,0.0
2009-09-04,1.5,75.0,56.0,66.0,-1.5,54.5,59.5,0.0,1.0,520.0,1822.0,0.0,29.465,30.145,3.7,4.0,4.25,0.0,0.0,0.0,0.0,0.0
2009-09-05,1.5,78.0,55.5,67.0,-0.5,57.0,61.5,0.0,2.0,521.0,1821.0,0.0,29.515,30.200000000000003,4.75,5.0,5.55,0.0,0.0,0.0,0.0,0.0
2009-09-06,1.5,77.0,63.5,70.5,2.0,59.0,63.5,0.0,5.5,522.0,1819.0,0.015,29.494999999999997,30.18,5.25,6.5,5.949999999999999,0.0,0.5,0.0,0.0,0.0
2009-09-07,1.5,77.0,61.0,69.0,1.0,59.0,62.5,0.0,4.0,523.0,1817.0,0.0,29.415,30.09,6.05,3.5,5.45,0.0,0.0,0.0,0.0,0.0
2009-09-08,1.5,78.0,61.0,69.5,3.0,61.0,64.0,0.0,4.5,524.0,1815.0,0.0,29.384999999999998,30.060000000000002,6.75,3.5,7.65,0.0,0.0,0.0,0.0,0.0
2009-09-09,1.5,77.5,66.5,72.5,6.0,63.0,65.5,0.0,7.5,525.0,1814.0,0.0,29.445,30.130000000000003,6.449999999999999,6.5,7.050000000000001,0.0,0.0,0.0,0.0,0.0
2009-09-10,1.5,80.5,64.5,73.0,7.0,62.0,65.5,0.0,8.0,526.0,1812.0,0.0,29.509999999999998,30.185000000000002,6.3,6.5,7.05,0.0,0.0,0.0,0.0,0.0
2009-09-11,1.5,79.0,62.5,71.0,6.0,59.0,63.5,0.0,6.0,527.0,1810.0,0.0,29.465,30.16,5.75,7.5,6.15,0.0,0.0,0.0,0.0,0.0
2009-09-12,1.5,78.5,59.5,69.5,4.0,60.5,63.5,0.0,4.5,528.0,1809.0,0.0,29.439999999999998,30.130000000000003,3.45,4.5,4.65,0.0,0.0,0.0,0.0,0.0
2009-09-13,1.5,79.5,57.5,68.5,4.0,54.5,60.5,0.0,3.5,529.0,1807.0,0.005,29.42,30.115000000000002,2.0,7.0,3.6,0.0,0.0,0.0,0.0,0.0
2009-09-14,1.5,84.0,58.5,71.5,7.0,55.5,61.5,0.0,6.5,530.0,1805.0,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004,0.0,0.0,0.0,0.0,0.0
2009-09-15,1.5,82.5,63.5,73.0,9.0,58.5,63.5,0.0,8.0,531.0,1803.0,0.0,29.384999999999998,30.060000000000002,6.0,2.0,7.25,0.0,0.0,0.0,0.0,0.0
2009-09-16,1.5,71.5,60.5,66.0,1.0,54.0,59.5,0.0,1.0,532.0,1760.0,0.0,29.515,30.189999999999998,11.75,5.5,12.4,0.0,0.0,0.0,0.0,0.0
2009-09-17,1.5,71.5,52.0,62.0,-1.5,51.5,56.5,3.0,0.0,533.0,1758.0,0.0,29.48,30.175,3.95,6.5,4.800000000000001,0.0,0.0,0.0,0.0,0.0
2009-09-18,1.5,79.0,51.0,65.5,1.0,55.0,59.0,0.0,0.5,535.0,1756.0,0.0,29.490000000000002,30.175,5.199999999999999,2.5,6.550000000000001,0.0,0.0,0.0,0.0,0.0
2009-09-19,1.5,75.5,56.5,66.5,3.0,55.0,59.5,0.0,1.5,536.0,1755.0,0.0,29.509999999999998,30.205,3.8000000000000003,10.0,5.85,0.0,0.0,0.0,0.0,0.0
2009-09-20,1.5,72.0,54.0,63.5,2.0,56.0,60.0,1.5,0.0,537.0,1753.0,0.595,29.310000000000002,30.03,6.15,7.5,7.6,1.0,1.0,0.0,0.0,0.0
